Names,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos13,Pos14,Pos15,Pos16,Nsubs,R,lambd,Set,R_pred
6Heliceno_1-i_6-f_9-f_11-i_12-br.log,4,0,0,0,0,1,0,0,1,0,4,3,0,0,0,0,5,469.0846,363.5,Training,475.9292852270077
6Heliceno_12-f_13-i.log,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,484.8454,350.77,Training,489.49545831682474
6Heliceno_1-i_2-cl_4-i_5-cl_7-br_8-f.log,4,2,0,4,2,0,3,1,0,0,0,0,0,0,0,0,6,300.0097,394.27,Training,300.2674987187616
6Heliceno_3-cl_6-cl_7-i_10-f.log,0,0,2,0,0,2,4,0,0,1,0,0,0,0,0,0,4,508.1051,355.15,Training,455.5185266765749
6Heliceno_1-i_4-cl_5-cl_6-f_12-f_14-br.log,4,0,0,2,2,1,0,0,0,0,0,1,0,3,0,0,6,507.4645,372.09,Training,412.123598711396
6Heliceno_5-cl_8-f_11-f_15-br_16-f.log,0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,1,5,530.6883,354.97,Training,565.8852740305883
6Heliceno_2-cl_4-cl_6-cl_7-f_10-f_12-f.log,0,2,0,2,0,2,1,0,0,1,0,1,0,0,0,0,6,541.2155,353.14,Training,464.2437080539525
6Heliceno_2-f_3-cl_12-br_13-i.log,0,1,2,0,0,0,0,0,0,0,0,3,4,0,0,0,4,234.1593,354.07,Training,321.3084972838357
6Heliceno_7-br_15-cl_16-br.log,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,3,585.0229,359.68,Training,608.8644004884056
6Heliceno_1-i_10-i_14-i.log,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,613.3562,359.59,Training,587.9769821853987
6Heliceno_6-cl_11-f.log,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,637.6043,345.01,Training,617.035824835835
6Heliceno_5-f_11-i_12-i_13-f_14-f_16-br.log,0,0,0,0,1,0,0,0,0,0,4,4,1,1,0,3,6,222.613,358.35,Training,332.56629205163733
6Heliceno_1-cl_2-i_3-i.log,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,333.589,370.88,Training,503.979183546282
6Heliceno_1-cl_4-br_7-br_9-br_11-cl.log,2,0,0,3,0,0,3,0,3,0,2,0,0,0,0,0,5,382.6496,369.46,Training,364.3181531346209
6Heliceno_5-i_10-cl_15-br.log,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,0,3,583.7159,352.44,Training,562.88239864851
6Heliceno_5-f.log,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,677.2624,340.73,Training,623.7945322326046
6Heliceno_2-cl_6-f_11-f_12-br_13-cl_14-i.log,0,2,0,0,0,1,0,0,0,0,1,3,2,4,0,0,6,474.19,363.04,Training,427.6292727122088
6Heliceno_2-i_3-f_4-i_5-f_9-br_14-i.log,0,4,1,4,1,0,0,0,3,0,0,0,0,4,0,0,6,541.9489,360.47,Training,546.1859463889298
6Heliceno_3-f_7-f_9-cl_10-br_13-cl.log,0,0,1,0,0,0,1,0,2,3,0,0,2,0,0,0,5,539.8375,352.27,Training,484.64915543067156
6Heliceno_1-br_8-br_9-br.log,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,541.7483,364.74,Training,535.5474304173292
6Heliceno_2-cl_6-br_9-br_13-f_14-i.log,0,2,0,0,0,3,0,0,3,0,0,0,1,4,0,0,5,649.9151,357.04,Training,574.392825652241
6Heliceno_3-br_4-cl_7-cl_10-i_11-i.log,0,0,3,2,0,0,2,0,0,4,4,0,0,0,0,0,5,338.3053,371.23,Training,404.6693318732445
6Heliceno_4-f_5-cl_9-i_13-br_16-br.log,0,0,0,1,2,0,0,0,4,0,0,0,3,0,0,3,5,344.6375,367.04,Training,393.6374999320237
6Heliceno_3-cl_8-f_9-cl_10-br_12-br_14-br.log,0,0,2,0,0,0,0,1,2,3,0,3,0,3,0,0,6,560.0115,361.52,Training,490.3264889110996
6Heliceno_1-cl_2-i_5-f_8-cl_13-f_16-f.log,2,4,0,0,1,0,0,2,0,0,0,0,1,0,0,1,6,426.6952,362.4,Training,470.98146275552506
6Heliceno_8-f_9-f_10-br_11-br_12-i_13-i.log,0,0,0,0,0,0,0,1,1,3,3,4,4,0,0,0,6,186.6966,374.75,Training,123.93949850548684
6Heliceno_5-br_13-cl_16-cl.log,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,3,400.5755,358.59,Training,520.443768994689
6Heliceno_1-br_3-i_4-cl_8-cl_9-i_10-i.log,3,0,4,2,0,0,0,2,4,4,0,0,0,0,0,0,6,279.9713,383.99,Training,290.776132170835
6Heliceno_1-f_5-cl_13-i_14-i_16-cl.log,1,0,0,0,2,0,0,0,0,0,0,0,4,4,0,2,5,240.3624,371.03,Training,372.7847204718861
6Heliceno_2-f_5-i_11-i.log,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,509.8338,351.1,Training,494.6992558940439
6Heliceno_2-cl_3-cl_6-i_10-f_14-cl.log,0,2,2,0,0,4,0,0,0,1,0,0,0,2,0,0,5,737.5257,350.35,Training,648.4504376373432
6Heliceno_1-cl_2-cl_11-i.log,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,554.0839,357.03,Training,561.6310726537777
6Heliceno_6-cl_7-f_8-i.log,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,3,558.7834,353.52,Training,564.3008638823192
6Heliceno_4-i_5-br_8-i.log,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,3,274.187,363.18,Training,350.96380694357026
6Heliceno_4-br_5-i_7-f_12-br.log,0,0,0,3,4,0,1,0,0,0,0,3,0,0,0,0,4,346.513,367.08,Training,260.02976346831406
6Heliceno_3-cl_8-cl_9-br_14-br_16-cl.log,0,0,2,0,0,0,0,2,3,0,0,0,0,3,0,2,5,614.6969,366.35,Training,656.405995460292
6Heliceno_1-i_12-br.log,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,580.7099,357.95,Training,549.3388449858458
6Heliceno_1-f_2-f_8-f_11-cl_13-i_15-i.log,1,1,0,0,0,0,0,1,0,0,2,0,4,0,4,0,6,504.8319,359.09,Training,447.4842897994856
6Heliceno_2-br_8-cl_9-f_12-cl_13-cl.log,0,3,0,0,0,0,0,2,1,0,0,2,2,0,0,0,5,453.588,363.21,Training,511.96152550892236
6Heliceno_6-f_7-i_8-cl_10-i_11-cl_14-f.log,0,0,0,0,0,1,4,2,0,4,2,0,0,1,0,0,6,422.0367,371.26,Training,426.5315646880013
6Heliceno_7-i_11-f_13-i_14-i.log,0,0,0,0,0,0,4,0,0,0,1,0,4,4,0,0,4,521.9329,356.44,Training,545.2877494368934
6Heliceno_1-br_4-br_16-f.log,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,421.797,356.73,Training,473.7328744195058
6Heliceno_1-br_5-i_6-i_9-i_12-i_15-i.log,3,0,0,0,4,4,0,0,4,0,0,4,0,0,4,0,6,301.2768,379.45,Training,376.4540218215365
6Heliceno_6-f_7-i_13-i_16-i.log,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,4,4,415.2486,370.23,Training,512.1163708392886
6Heliceno_1-i_4-br_10-br_12-cl_13-cl_14-f.log,4,0,0,3,0,0,0,0,0,3,0,2,2,1,0,0,6,407.5253,370.81,Training,362.84937605690374
6Heliceno_2-i_7-br_9-f_14-cl.log,0,4,0,0,0,0,3,0,1,0,0,0,0,2,0,0,4,702.8791,355.81,Training,700.1861422027083
6Heliceno_1-f_3-br_6-f_11-i_13-br_15-f.log,1,0,3,0,0,1,0,0,0,0,4,0,3,0,1,0,6,461.3907,351.9,Training,520.1977498137004
6Heliceno_3-i_5-br_9-i_10-i_14-i_16-br.log,0,0,4,0,3,0,0,0,4,4,0,0,0,4,0,3,6,525.0375,373.73,Training,508.35819884464934
6Heliceno_1-i_5-br_7-cl_8-cl_14-f_15-br.log,4,0,0,0,3,0,2,2,0,0,0,0,0,1,3,0,6,564.2744,370.91,Training,456.1079545786737
6Heliceno_1-i_2-br_4-f_11-f_16-f.log,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,341.9287,367.94,Training,483.42964541609064
6Heliceno_2-cl_4-f_7-br_11-f_12-br_13-i.log,0,2,0,1,0,0,3,0,0,0,1,3,4,0,0,0,6,277.8019,364.47,Training,259.6327854363463
6Heliceno_1-br_2-f_10-cl_14-br.log,3,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,608.1973,354.36,Training,530.7143587917342
6Heliceno_1-cl_2-f_5-cl_8-cl_9-f_11-f.log,2,1,0,0,2,0,0,2,1,0,1,0,0,0,0,0,6,438.6535,366.63,Training,419.0069824202953
6Heliceno_2-f_4-br_8-i_12-br_13-f_15-cl.log,0,1,0,3,0,0,0,4,0,0,0,3,1,0,2,0,6,454.5701,361.32,Training,402.95731909966923
6Heliceno_7-br_15-br.log,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,703.0072,348.57,Training,608.8644004884056
6Heliceno_3-cl_4-f_5-i_12-cl.log,0,0,2,1,4,0,0,0,0,0,0,2,0,0,0,0,4,441.7875,356.62,Training,414.9376906806949
6Heliceno_2-f_5-br_10-cl_11-f_14-i.log,0,1,0,0,3,0,0,0,0,2,1,0,0,4,0,0,5,536.251,352.32,Training,529.3236598548955
6Heliceno_2-i_7-f_10-cl_15-f_16-br.log,0,4,0,0,0,0,1,0,0,2,0,0,0,0,1,3,5,555.907,357.21,Training,701.0256071807163
6Heliceno_3-i_9-br_14-f_15-f_16-br.log,0,0,4,0,0,0,0,0,3,0,0,0,0,1,1,3,5,636.482,358.74,Training,709.0060833836253
6Heliceno_7-br_8-f_10-cl_11-i_12-i.log,0,0,0,0,0,0,3,1,0,2,4,4,0,0,0,0,5,287.6246,364.18,Training,315.4459548422635
6Heliceno_2-br_4-i_8-cl_11-i.log,0,3,0,4,0,0,0,2,0,0,4,0,0,0,0,0,4,590.2968,357.85,Training,599.7986786558837
6Heliceno_3-f_4-br_5-br_10-br_12-i_16-f.log,0,0,1,3,3,0,0,0,0,3,0,4,0,0,0,1,6,261.4567,366.36,Training,215.53481455306996
6Heliceno_8-i_10-cl_12-br.log,0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,0,3,513.3114,356.53,Training,513.0549880987548
6Heliceno_6-i_9-f_14-cl.log,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,3,576.9498,349.19,Training,610.6884010492054
6Heliceno_4-i_5-i_11-cl_16-cl.log,0,0,0,4,4,0,0,0,0,0,2,0,0,0,0,2,4,157.2794,371.76,Training,236.2506145490752
6Heliceno_2-br_3-i_4-br_13-br_14-i_15-br.log,0,3,4,3,0,0,0,0,0,0,0,0,3,4,3,0,6,607.6332,364.93,Training,525.2266681093515
6Heliceno_1-br_12-br.log,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,512.4159,354.78,Training,500.68698643300934
6Heliceno_3-f_11-f_12-br.log,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,573.3179,345.27,Training,542.5279034416873
6Heliceno_2-f_4-cl_8-i_9-br_10-br.log,0,1,0,2,0,0,0,4,3,3,0,0,0,0,0,0,5,391.6107,369.43,Training,450.5885000896326
6Heliceno_2-br_4-br_6-f_7-i_12-cl_13-cl.log,0,3,0,3,0,1,4,0,0,0,0,2,2,0,0,0,6,302.3348,369.5,Training,377.97084521109576
6Heliceno_3-i_5-i_7-br_9-i_10-f.log,0,0,4,0,4,0,3,0,4,1,0,0,0,0,0,0,5,531.8324,360.04,Training,532.1208616576747
6Heliceno_4-i_5-br_8-i_11-f_14-br_16-cl.log,0,0,0,4,3,0,0,4,0,0,1,0,0,3,0,2,6,218.8467,374.14,Training,304.29793331487275
6Heliceno_5-cl_8-f.log,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,569.7236,344.86,Training,609.3638653986866
6Heliceno_1-br_5-br_9-br_10-i_12-cl_13-br.log,3,0,0,0,3,0,0,0,3,4,0,2,3,0,0,0,6,269.1201,376.82,Training,236.73446444744195
6Heliceno_2-cl_3-br_7-br_8-f_13-cl_16-f.log,0,2,3,0,0,0,3,1,0,0,0,0,2,0,0,1,6,456.6305,354.17,Training,558.069133939658
6Heliceno_2-f_5-f_8-cl_12-i_13-br_16-f.log,0,1,0,0,1,0,0,2,0,0,0,4,3,0,0,1,6,120.6845,233.32,Training,316.9075761910507
6Heliceno_1-f_5-i_6-i_10-i_11-i_15-i.log,1,0,0,0,4,4,0,0,0,4,4,0,0,0,4,0,6,220.3697,376.23,Training,283.4726545519756
6Heliceno_.log,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698.2553,339.92,Training,668.9766045619742
6Heliceno_3-i_5-br_7-cl.log,0,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,3,583.4542,355.73,Training,548.6207914431864
6Heliceno_1-br_4-i_5-f_6-cl.log,3,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,4,304.0127,372.16,Training,373.94216801742476
6Heliceno_5-f_8-i_9-br.log,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,3,483.7263,359.96,Training,575.4224941382181
6Heliceno_5-i_8-i_10-f_12-br.log,0,0,0,0,4,0,0,4,0,1,0,3,0,0,0,0,4,434.4068,358.93,Training,480.24187476950016
6Heliceno_2-i_6-i_8-f.log,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,644.9021,350.88,Training,722.3069929152465
6Heliceno_1-f_3-f_5-i_7-br_13-br_15-f.log,1,0,1,0,4,0,3,0,0,0,0,0,3,0,1,0,6,275.4399,357.46,Training,313.87477704587275
6Heliceno_2-f_6-br_10-cl.log,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,3,571.974,349.61,Training,597.6930158966723
6Heliceno_2-br_3-cl_7-f_10-br_15-br_16-br.log,0,3,2,0,0,0,1,0,0,3,0,0,0,0,3,3,6,721.5753,362.69,Training,627.1653665238372
6Heliceno_7-i_15-cl.log,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,637.0066,349.19,Training,598.9179711962615
6Heliceno_2-cl_3-cl_7-cl_12-f_14-i_16-f.log,0,2,2,0,0,0,2,0,0,0,0,1,0,4,0,1,6,612.443,354.49,Training,601.4121346921544
6Heliceno_8-f_10-i_11-cl.log,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,3,419.2787,361.8,Training,499.55574493678245
6Heliceno_4-f_11-i.log,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,563.823,347.43,Training,583.2033608412733
6Heliceno_9-f_10-br_12-cl.log,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,3,543.0421,349.74,Training,503.7579398516571
6Heliceno_1-br_7-i_8-br_15-i_16-br.log,3,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,5,632.4421,372.24,Training,558.5585681148762
6Heliceno_1-cl_4-br_5-i_10-f.log,2,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,4,232.9702,360.12,Training,243.65346408595627
6Heliceno_2-br_3-br_7-i_9-i_10-cl_11-br.log,0,3,3,0,0,0,4,0,4,2,3,0,0,0,0,0,6,604.7898,365.07,Training,565.1690030716557
6Heliceno_7-cl_9-f_10-f_16-br.log,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,3,4,539.3114,355.69,Training,566.5419509856587
6Heliceno_9-br_12-f_14-cl_16-f.log,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,4,398.879,361.4,Training,585.0575433237799
6Heliceno_9-br_12-f_15-br.log,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,3,692.9236,349.89,Training,585.0575433237799
6Heliceno_2-br_3-f_4-cl_9-i_10-i_16-f.log,0,3,1,2,0,0,0,0,4,4,0,0,0,0,0,1,6,365.8729,362.1,Training,493.91977137232766
6Heliceno_4-f_5-cl_7-cl_8-f_11-cl_15-cl.log,0,0,0,1,2,0,2,1,0,0,2,0,0,0,2,0,6,478.1463,361.16,Training,433.05909442117064
6Heliceno_2-cl_4-cl_8-f_10-br_13-f_14-cl.log,0,2,0,2,0,0,0,1,0,3,0,0,1,2,0,0,6,558.7084,353.46,Training,481.2835532427217
6Heliceno_2-br_5-i_7-f_8-br_10-br.log,0,3,0,0,4,0,1,3,0,3,0,0,0,0,0,0,5,487.4224,359.54,Training,550.2650918217491
6Heliceno_1-br.log,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,560.7961,351.34,Training,578.0393749718132
6Heliceno_3-br_5-f_6-i_7-f.log,0,0,3,0,1,4,1,0,0,0,0,0,0,0,0,0,4,486.1055,352.47,Training,523.4967385218852
6Heliceno_2-cl_13-i.log,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,617.1755,347.32,Training,554.0288521496296
6Heliceno_2-br_3-f_4-cl_7-f.log,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,622.7855,349.17,Training,583.1939076526364
6Heliceno_1-cl_5-i_9-f_12-f_14-cl_16-f.log,2,0,0,0,4,0,0,0,1,0,0,1,0,2,0,1,6,364.167,361.15,Training,390.8147542153911
6Heliceno_3-cl_16-br.log,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,625.4228,350.74,Training,698.9211465716106
6Heliceno_1-f_3-br_5-cl_7-cl_15-br.log,1,0,3,0,2,0,2,0,0,0,0,0,0,0,3,0,5,463.5305,362.89,Training,483.77640866563297
6Heliceno_6-f_7-cl_8-br_10-f_12-i_15-br.log,0,0,0,0,0,1,2,3,0,1,0,4,0,0,3,0,6,464.9649,361.82,Training,408.8551385038333
6Heliceno_3-i_5-cl_7-br_8-br_10-br_11-br.log,0,0,4,0,2,0,3,3,0,3,3,0,0,0,0,0,6,438.7597,372.78,Training,421.0210432136455
6Heliceno_5-cl_7-i_10-i_16-i.log,0,0,0,0,2,0,4,0,0,4,0,0,0,0,0,4,4,511.9232,370.02,Training,488.384627883423
6Heliceno_2-cl_4-f_5-cl_6-br_14-f.log,0,2,0,1,2,3,0,0,0,0,0,0,0,1,0,0,5,584.0614,355.4,Training,523.8839075916983
6Heliceno_3-f_6-cl_10-cl_11-br_16-br.log,0,0,1,0,0,2,0,0,0,2,3,0,0,0,0,3,5,493.7334,367.56,Training,499.4920457067603
6Heliceno_1-br_4-br_14-cl.log,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,422.2258,358.65,Training,473.7328744195058
6Heliceno_3-i_8-br_9-br_10-f_15-br_16-f.log,0,0,4,0,0,0,0,3,3,1,0,0,0,0,3,1,6,475.4041,367.5,Training,675.7527867123148
6Heliceno_8-cl_9-cl_12-f_14-i_16-br.log,0,0,0,0,0,0,0,2,2,0,0,1,0,4,0,3,5,504.5529,371.58,Training,595.3891326343577
6Heliceno_2-i_3-f_5-i_8-i_11-cl_12-br.log,0,4,1,0,4,0,0,4,0,0,2,3,0,0,0,0,6,532.5716,365.69,Training,587.062972688271
6Heliceno_4-f_12-cl.log,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,593.8145,345.37,Training,564.5825213606992
6Heliceno_4-cl_7-i_13-i.log,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,3,444.9124,354.05,Training,485.5202048165059
6Heliceno_4-br_5-f_7-br_11-br_16-cl.log,0,0,0,3,1,0,3,0,0,0,3,0,0,0,0,2,5,412.533,363.09,Training,418.99989788108417
6Heliceno_8-br.log,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,666.3543,344.57,Training,668.9766045619742
6Heliceno_2-cl_7-br_8-f_12-cl_14-i_16-cl.log,0,2,0,0,0,0,3,1,0,0,0,2,0,4,0,2,6,473.9183,368.39,Training,563.6777627096429
6Heliceno_8-i_9-cl_15-f.log,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,3,529.2502,359.59,Training,637.868406651023
6Heliceno_4-i_5-cl_6-br_8-i_15-cl.log,0,0,0,4,2,3,0,4,0,0,0,0,0,0,2,0,5,328.8721,369.72,Training,366.0556769293451
6Heliceno_1-f_7-br_12-br_14-br.log,1,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,498.7068,354.57,Training,438.4703740273465
6Heliceno_1-f_3-br.log,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,599.5056,346.3,Training,628.8388041085469
6Heliceno_1-f_4-i_13-f_15-cl.log,1,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,4,382.2657,351.49,Training,459.9359025867845
6Heliceno_1-br_3-i_9-br_11-cl_15-cl_16-cl.log,3,0,4,0,0,0,0,0,3,0,2,0,0,0,2,2,6,531.3585,376.1,Training,511.67165741810555
6Heliceno_2-br_4-br_6-br_11-br_13-br_15-br.log,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0,6,599.2194,366.96,Training,517.4985070566711
6Heliceno_2-cl_3-cl_5-cl_14-cl_15-cl.log,0,2,2,0,2,0,0,0,0,0,0,0,0,2,2,0,5,795.6038,350.4,Training,621.7193412390798
6Heliceno_1-f_5-i_6-i_7-cl_8-cl_14-br.log,1,0,0,0,4,4,2,2,0,0,0,0,0,3,0,0,6,252.639,373.59,Training,349.34555677872726
6Heliceno_1-i_4-br_6-cl_8-f_15-br.log,4,0,0,3,0,2,0,1,0,0,0,0,0,0,3,0,5,444.2392,372.52,Training,497.3542929325627
6Heliceno_4-i.log,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,605.6835,344.95,Training,582.4909737682622
6Heliceno_2-f_4-cl_7-br_10-cl_14-cl_16-cl.log,0,1,0,2,0,0,3,0,0,2,0,0,0,2,0,2,6,452.5894,361.54,Training,500.84133282002443
6Heliceno_9-f_10-br_13-f.log,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,3,579.6364,346.86,Training,544.3527984232683
6Heliceno_3-i_4-cl_5-cl_6-f_9-i_10-cl.log,0,0,4,2,2,1,0,0,4,2,0,0,0,0,0,0,6,459.8532,365.82,Training,433.05891280351966
6Heliceno_2-br_5-br_7-f_8-cl_9-br_13-br.log,0,3,0,0,3,0,1,2,3,0,0,0,3,0,0,0,6,496.3768,368.61,Training,459.8168744532903
6Heliceno_3-br_11-br_12-f_13-br_14-i_15-f.log,0,0,3,0,0,0,0,0,0,0,3,1,3,4,1,0,6,645.256,358.44,Training,515.3978350327079
6Heliceno_2-f_12-i_13-f.log,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,443.6801,349.4,Training,495.4862200250894
6Heliceno_3-f_6-f_8-br_15-br.log,0,0,1,0,0,1,0,3,0,0,0,0,0,0,3,0,4,697.9606,348.64,Training,653.574866254414
6Heliceno_4-i_6-i_10-br_12-cl_16-i.log,0,0,0,4,0,4,0,0,0,3,0,2,0,0,0,4,5,448.3494,373.31,Training,410.47163420043523
6Heliceno_4-f_6-br.log,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,617.027,346.61,Training,592.9065377504025
6Heliceno_2-br_3-br_9-cl_11-cl_13-f.log,0,3,3,0,0,0,0,0,2,0,2,0,1,0,0,0,5,678.4601,355.86,Training,658.1759581185726
6Heliceno_4-f_12-cl_14-i.log,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,3,641.9632,349.89,Training,564.5825213606992
6Heliceno_2-cl_12-br.log,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,624.2209,346.79,Training,624.0983533733267
6Heliceno_1-f_5-f_7-cl_10-br_12-f_13-f.log,1,0,0,0,1,0,2,0,0,3,0,1,1,0,0,0,6,432.4888,356.2,Training,379.158022130876
6Heliceno_7-br_8-i_11-i_12-f_13-i_15-br.log,0,0,0,0,0,0,3,4,0,0,4,1,4,0,3,0,6,476.09,369.04,Training,425.3282991247161
6Heliceno_4-br_7-f_11-i.log,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,3,532.8369,349.58,Training,497.4338637745817
6Heliceno_11-br_12-f.log,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,626.8518,344.44,Training,575.8043830175475
6Heliceno_2-br_8-cl_12-cl_14-i_15-i.log,0,3,0,0,0,0,0,2,0,0,0,2,0,4,4,0,5,793.0119,359.82,Training,677.130611750056
6Heliceno_1-f_9-cl.log,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,527.714,346.14,Training,561.2633164213753
6Heliceno_2-cl_3-f_12-cl_14-f.log,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,4,650.8019,346.34,Training,621.4872552459669
6Heliceno_4-br_11-i.log,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,2,538.5852,349.51,Training,531.6914611343395
6Heliceno_1-f_2-cl_8-f_9-f_12-f_14-br.log,1,2,0,0,0,0,0,1,1,0,0,1,0,3,0,0,6,611.7818,349.39,Training,552.2429366941043
6Heliceno_4-f_5-f_15-br.log,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,685.9132,348.49,Training,571.4396446340047
6Heliceno_1-f_3-cl_6-cl_9-cl.log,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,4,533.2031,359.03,Training,535.0197327303256
6Heliceno_2-br_6-cl_9-cl_12-i_14-cl_15-i.log,0,3,0,0,0,2,0,0,2,0,0,4,0,2,4,0,6,649.248,365.81,Training,567.463451862112
6Heliceno_3-f_5-br_7-br_9-f_14-cl_15-i.log,0,0,1,0,3,0,3,0,1,0,0,0,0,2,4,0,6,606.0062,360.89,Training,517.4507499026893
6Heliceno_4-i_8-i_9-f_12-cl_13-i.log,0,0,0,4,0,0,0,4,1,0,0,2,4,0,0,0,5,198.2813,363.59,Training,307.9828709917147
6Heliceno_2-br_3-br_4-f_6-i_8-br_14-i.log,0,3,3,1,0,4,0,3,0,0,0,0,0,4,0,0,6,746.5429,362.38,Training,657.3732493635011
6Heliceno_2-f_3-cl_4-f_9-cl_13-cl.log,0,1,2,1,0,0,0,0,2,0,0,0,2,0,0,0,5,469.9741,361.32,Training,513.4240405066323
6Heliceno_2-f_11-i_14-i_15-br.log,0,1,0,0,0,0,0,0,0,0,4,0,0,4,3,0,4,691.8983,353.93,Training,640.6700040311929
6Heliceno_1-f_3-br_8-br_9-cl_11-f_14-f.log,1,0,3,0,0,0,0,3,2,0,1,0,0,1,0,0,6,553.0087,360.73,Training,574.7069803237982
6Heliceno_3-i_10-i.log,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,673.0409,349.66,Training,666.2996602783685
6Heliceno_8-br_10-cl_14-i.log,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,0,3,641.1232,353.04,Training,606.5169591265748
6Heliceno_4-f_7-br_8-cl_10-cl_12-i_13-br.log,0,0,0,1,0,0,3,2,0,2,0,4,3,0,0,0,6,229.4985,371.32,Training,210.79884437132122
6Heliceno_8-i_9-i_10-f_13-i.log,0,0,0,0,0,0,0,4,4,1,0,0,4,0,0,0,4,310.7192,369.67,Training,462.8619587680926
6Heliceno_11-br_12-i_15-i.log,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,610.8367,357.62,Training,476.1678073072337
6Heliceno_2-cl_4-cl_6-cl_7-f_9-f_12-br.log,0,2,0,2,0,2,1,0,1,0,0,3,0,0,0,0,6,451.6795,363.43,Training,410.3987955602036
6Heliceno_6-cl_7-f_12-cl_13-br_15-br_16-i.log,0,0,0,0,0,2,1,0,0,0,0,2,3,0,3,4,6,353.9051,393.28,Training,301.5009860840156
